Category,Resume
Testing,Skills: Proficient in AWS. Experience: Worked at InnovateLtd as Testing for 6 years. Education: Completed MBA in Business Management. Certifications: Certified in Scrum. Achievements: Contributed to 20 successful projects.
Testing,Skills: Proficient in TensorFlow. Experience: Worked at DataWorks as Testing for 10 years. Education: Completed M.Tech in Electronics. Certifications: Certified in Data Science. Achievements: Contributed to 25 successful projects.
Testing,Skills: Proficient in Python. Experience: Worked at InnovateLtd as Testing for 4 years. Education: Completed M.Tech in Electronics. Certifications: Certified in Scrum. Achievements: Contributed to 8 successful projects.
DevOps Engineer,Skills: Proficient in Python. Experience: Worked at TechCorp as DevOps Engineer for 5 years. Education: Completed M.Tech in Electronics. Certifications: Certified in Data Science. Achievements: Contributed to 28 successful projects.
DevOps Engineer,Skills: Proficient in SQL. Experience: Worked at DataWorks as DevOps Engineer for 8 years. Education: Completed M.Tech in Business Management. Certifications: Certified in AWS. Achievements: Contributed to 50 successful projects.
DevOps Engineer,Skills: Proficient in AWS. Experience: Worked at TechCorp as DevOps Engineer for 9 years. Education: Completed MBA in Electronics. Certifications: Certified in Scrum. Achievements: Contributed to 26 successful projects.
DevOps Engineer,Skills: Proficient in AWS. Experience: Worked at TechCorp as DevOps Engineer for 5 years. Education: Completed MBA in Computer Science. Certifications: Certified in Scrum. Achievements: Contributed to 8 successful projects.
DevOps Engineer,Skills: Proficient in SQL. Experience: Worked at TechCorp as DevOps Engineer for 7 years. Education: Completed M.Tech in Business Management. Certifications: Certified in AWS. Achievements: Contributed to 16 successful projects.
DevOps Engineer,Skills: Proficient in TensorFlow. Experience: Worked at InnovateLtd as DevOps Engineer for 10 years. Education: Completed B.Tech in Computer Science. Certifications: Certified in PMP. Achievements: Contributed to 22 successful projects.
DevOps Engineer,Skills: Proficient in Java. Experience: Worked at DataWorks as DevOps Engineer for 10 years. Education: Completed B.Tech in Computer Science. Certifications: Certified in Scrum. Achievements: Contributed to 11 successful projects.
DevOps Engineer,Skills: Proficient in Docker. Experience: Worked at TechCorp as DevOps Engineer for 6 years. Education: Completed MBA in Electronics. Certifications: Certified in Data Science. Achievements: Contributed to 50 successful projects.
DevOps Engineer,Skills: Proficient in SQL. Experience: Worked at InnovateLtd as DevOps Engineer for 8 years. Education: Completed M.Tech in Computer Science. Certifications: Certified in PMP. Achievements: Contributed to 9 successful projects.
DevOps Engineer,Skills: Proficient in SQL. Experience: Worked at DataWorks as DevOps Engineer for 9 years. Education: Completed MBA in Electronics. Certifications: Certified in Data Science. Achievements: Contributed to 25 successful projects.
DevOps Engineer,Skills: Proficient in Java. Experience: Worked at InnovateLtd as DevOps Engineer for 10 years. Education: Completed M.Tech in Computer Science. Certifications: Certified in Scrum. Achievements: Contributed to 16 successful projects.
DevOps Engineer,Skills: Proficient in Java. Experience: Worked at InnovateLtd as DevOps Engineer for 6 years. Education: Completed MBA in Electronics. Certifications: Certified in PMP. Achievements: Contributed to 44 successful projects.
DevOps Engineer,Skills: Proficient in Docker. Experience: Worked at InnovateLtd as DevOps Engineer for 4 years. Education: Completed B.Tech in Computer Science. Certifications: Certified in Scrum. Achievements: Contributed to 26 successful projects.
DevOps Engineer,Skills: Proficient in Java. Experience: Worked at TechCorp as DevOps Engineer for 8 years. Education: Completed M.Tech in Electronics. Certifications: Certified in Scrum. Achievements: Contributed to 45 successful projects.
DevOps Engineer,Skills: Proficient in TensorFlow. Experience: Worked at TechCorp as DevOps Engineer for 4 years. Education: Completed MBA in Computer Science. Certifications: Certified in AWS. Achievements: Contributed to 25 successful projects.
DevOps Engineer,Skills: Proficient in Docker. Experience: Worked at TechCorp as DevOps Engineer for 1 years. Education: Completed B.Tech in Electronics. Certifications: Certified in AWS. Achievements: Contributed to 30 successful projects.
DevOps Engineer,Skills: Proficient in Python. Experience: Worked at TechCorp as DevOps Engineer for 5 years. Education: Completed MBA in Business Management. Certifications: Certified in AWS. Achievements: Contributed to 27 successful projects.
DevOps Engineer,Skills: Proficient in TensorFlow. Experience: Worked at DataWorks as DevOps Engineer for 3 years. Education: Completed B.Tech in Electronics. Certifications: Certified in Data Science. Achievements: Contributed to 12 successful projects.
DevOps Engineer,Skills: Proficient in SQL. Experience: Worked at DataWorks as DevOps Engineer for 8 years. Education: Completed MBA in Electronics. Certifications: Certified in PMP. Achievements: Contributed to 44 successful projects.
DevOps Engineer,Skills: Proficient in AWS. Experience: Worked at InnovateLtd as DevOps Engineer for 5 years. Education: Completed B.Tech in Computer Science. Certifications: Certified in Scrum. Achievements: Contributed to 14 successful projects.
DevOps Engineer,Skills: Proficient in Java. Experience: Worked at InnovateLtd as DevOps Engineer for 7 years. Education: Completed B.Tech in Electronics. Certifications: Certified in Scrum. Achievements: Contributed to 11 successful projects.
DevOps Engineer,Skills: Proficient in Java. Experience: Worked at InnovateLtd as DevOps Engineer for 7 years. Education: Completed B.Tech in Computer Science. Certifications: Certified in Data Science. Achievements: Contributed to 40 successful projects.
DevOps Engineer,Skills: Proficient in Python. Experience: Worked at InnovateLtd as DevOps Engineer for 8 years. Education: Completed B.Tech in Computer Science. Certifications: Certified in Scrum. Achievements: Contributed to 50 successful projects.
DevOps Engineer,Skills: Proficient in TensorFlow. Experience: Worked at DataWorks as DevOps Engineer for 5 years. Education: Completed B.Tech in Electronics. Certifications: Certified in AWS. Achievements: Contributed to 47 successful projects.
DevOps Engineer,Skills: Proficient in TensorFlow. Experience: Worked at InnovateLtd as DevOps Engineer for 8 years. Education: Completed M.Tech in Business Management. Certifications: Certified in PMP. Achievements: Contributed to 47 successful projects.
DevOps Engineer,Skills: Proficient in AWS. Experience: Worked at InnovateLtd as DevOps Engineer for 9 years. Education: Completed MBA in Electronics. Certifications: Certified in Scrum. Achievements: Contributed to 5 successful projects.
DevOps Engineer,Skills: Proficient in SQL. Experience: Worked at DataWorks as DevOps Engineer for 2 years. Education: Completed M.Tech in Business Management. Certifications: Certified in Data Science. Achievements: Contributed to 25 successful projects.
DevOps Engineer,Skills: Proficient in SQL. Experience: Worked at DataWorks as DevOps Engineer for 6 years. Education: Completed B.Tech in Computer Science. Certifications: Certified in Data Science. Achievements: Contributed to 24 successful projects.
DevOps Engineer,Skills: Proficient in Docker. Experience: Worked at InnovateLtd as DevOps Engineer for 6 years. Education: Completed MBA in Business Management. Certifications: Certified in PMP. Achievements: Contributed to 7 successful projects.
DevOps Engineer,Skills: Proficient in Python. Experience: Worked at DataWorks as DevOps Engineer for 4 years. Education: Completed M.Tech in Computer Science. Certifications: Certified in Scrum. Achievements: Contributed to 5 successful projects.
DevOps Engineer,Skills: Proficient in Docker. Experience: Worked at InnovateLtd as DevOps Engineer for 5 years. Education: Completed M.Tech in Computer Science. Certifications: Certified in Scrum. Achievements: Contributed to 20 successful projects.
DevOps Engineer,Skills: Proficient in Docker. Experience: Worked at TechCorp as DevOps Engineer for 6 years. Education: Completed B.Tech in Computer Science. Certifications: Certified in Data Science. Achievements: Contributed to 42 successful projects.
DevOps Engineer,Skills: Proficient in AWS. Experience: Worked at InnovateLtd as DevOps Engineer for 4 years. Education: Completed B.Tech in Electronics. Certifications: Certified in AWS. Achievements: Contributed to 11 successful projects.
DevOps Engineer,Skills: Proficient in Java. Experience: Worked at TechCorp as DevOps Engineer for 9 years. Education: Completed MBA in Business Management. Certifications: Certified in AWS. Achievements: Contributed to 40 successful projects.
